year,month,city,temperature,rainfall_mm,date
2004,9,Mumbai,31.88,214.34,2004-09-01
2004,10,Mumbai,28.99,222.09,2004-10-01
2004,11,Mumbai,21.92,201.44,2004-11-01
2004,12,Mumbai,22.66,197.0,2004-12-01
2005,1,Mumbai,19.39,143.01,2005-01-01
2005,2,Mumbai,20.5,169.57,2005-02-01
2005,3,Mumbai,24.27,128.6,2005-03-01
2005,4,Mumbai,29.05,132.81,2005-04-01
2005,5,Mumbai,31.5,146.07,2005-05-01
2005,6,Mumbai,34.65,179.26,2005-06-01
2005,7,Mumbai,36.68,211.04,2005-07-01
2005,8,Mumbai,35.62,230.35,2005-08-01
2005,9,Mumbai,31.9,200.04,2005-09-01
2005,10,Mumbai,28.91,238.89,2005-10-01
2005,11,Mumbai,25.01,152.07,2005-11-01
2005,12,Mumbai,23.39,177.21,2005-12-01
2006,1,Mumbai,21.16,129.2,2006-01-01
2006,2,Mumbai,21.64,106.97,2006-02-01
2006,3,Mumbai,23.08,158.28,2006-03-01
2006,4,Mumbai,27.6,132.39,2006-04-01
2006,5,Mumbai,32.87,159.91,2006-05-01
2006,6,Mumbai,34.94,187.3,2006-06-01
2006,7,Mumbai,38.71,208.85,2006-07-01
2006,8,Mumbai,35.0,252.97,2006-08-01
2006,9,Mumbai,33.15,263.74,2006-09-01
2006,10,Mumbai,28.59,209.1,2006-10-01
2006,11,Mumbai,25.79,187.07,2006-11-01
2006,12,Mumbai,21.26,164.91,2006-12-01
2007,1,Mumbai,19.77,156.58,2007-01-01
2007,2,Mumbai,21.3,136.48,2007-02-01
2007,3,Mumbai,25.78,129.07,2007-03-01
2007,4,Mumbai,27.55,147.32,2007-04-01
2007,5,Mumbai,33.27,125.45,2007-05-01
2007,6,Mumbai,35.49,194.02,2007-06-01
2007,7,Mumbai,35.49,237.51,2007-07-01
2007,8,Mumbai,34.59,234.47,2007-08-01
2007,9,Mumbai,31.64,240.31,2007-09-01
2007,10,Mumbai,26.53,203.16,2007-10-01
2007,11,Mumbai,25.76,193.06,2007-11-01
2007,12,Mumbai,19.73,136.93,2007-12-01
2008,1,Mumbai,19.1,123.54,2008-01-01
2008,2,Mumbai,22.91,148.23,2008-02-01
2008,3,Mumbai,23.04,165.05,2008-03-01
2008,4,Mumbai,29.04,121.54,2008-04-01
2008,5,Mumbai,28.86,195.82,2008-05-01
2008,6,Mumbai,33.12,147.09,2008-06-01
2008,7,Mumbai,37.09,258.8,2008-07-01
2008,8,Mumbai,36.45,243.24,2008-08-01
2008,9,Mumbai,32.58,257.07,2008-09-01
2008,10,Mumbai,28.77,237.59,2008-10-01
2008,11,Mumbai,23.99,208.75,2008-11-01
2008,12,Mumbai,20.03,174.39,2008-12-01
2009,1,Mumbai,17.85,148.03,2009-01-01
2009,2,Mumbai,19.77,105.97,2009-02-01
2009,3,Mumbai,24.1,147.84,2009-03-01
2009,4,Mumbai,28.98,96.63,2009-04-01
2009,5,Mumbai,30.69,168.82,2009-05-01
2009,6,Mumbai,33.63,175.51,2009-06-01
2009,7,Mumbai,36.54,190.63,2009-07-01
2009,8,Mumbai,34.94,205.28,2009-08-01
2009,9,Mumbai,31.16,246.4,2009-09-01
2009,10,Mumbai,25.97,240.77,2009-10-01
2009,11,Mumbai,23.86,221.05,2009-11-01
2009,12,Mumbai,21.22,207.28,2009-12-01
2010,1,Mumbai,22.55,141.41,2010-01-01
2010,2,Mumbai,23.62,138.9,2010-02-01
2010,3,Mumbai,26.46,120.81,2010-03-01
2010,4,Mumbai,29.56,114.78,2010-04-01
2010,5,Mumbai,32.72,184.99,2010-05-01
2010,6,Mumbai,35.84,166.14,2010-06-01
2010,7,Mumbai,37.54,227.9,2010-07-01
2010,8,Mumbai,36.97,256.92,2010-08-01
2010,9,Mumbai,33.59,245.58,2010-09-01
2010,10,Mumbai,29.4,274.86,2010-10-01
2010,11,Mumbai,24.97,216.2,2010-11-01
2010,12,Mumbai,24.23,188.28,2010-12-01
2011,1,Mumbai,19.7,147.4,2011-01-01
2011,2,Mumbai,21.04,125.1,2011-02-01
2011,3,Mumbai,25.07,164.21,2011-03-01
2011,4,Mumbai,27.25,100.64,2011-04-01
2011,5,Mumbai,31.81,201.59,2011-05-01
2011,6,Mumbai,33.88,212.78,2011-06-01
2011,7,Mumbai,37.93,198.93,2011-07-01
2011,8,Mumbai,35.53,264.53,2011-08-01
2011,9,Mumbai,31.46,235.93,2011-09-01
2011,10,Mumbai,27.22,211.67,2011-10-01
2011,11,Mumbai,23.14,185.52,2011-11-01
2011,12,Mumbai,21.03,164.6,2011-12-01
2012,1,Mumbai,20.22,118.88,2012-01-01
2012,2,Mumbai,21.4,144.71,2012-02-01
2012,3,Mumbai,21.54,127.48,2012-03-01
2012,4,Mumbai,29.41,103.85,2012-04-01
2012,5,Mumbai,33.94,158.38,2012-05-01
2012,6,Mumbai,34.02,178.88,2012-06-01
2012,7,Mumbai,36.61,211.52,2012-07-01
2012,8,Mumbai,35.51,213.55,2012-08-01
2012,9,Mumbai,32.14,211.73,2012-09-01
2012,10,Mumbai,27.8,213.88,2012-10-01
2012,11,Mumbai,23.05,234.72,2012-11-01
2012,12,Mumbai,22.32,192.18,2012-12-01
2013,1,Mumbai,18.64,143.67,2013-01-01
2013,2,Mumbai,22.48,130.87,2013-02-01
2013,3,Mumbai,26.74,127.87,2013-03-01
2013,4,Mumbai,28.18,121.86,2013-04-01
2013,5,Mumbai,32.11,146.95,2013-05-01
2013,6,Mumbai,35.73,199.13,2013-06-01
2013,7,Mumbai,35.01,183.38,2013-07-01
2013,8,Mumbai,32.68,242.12,2013-08-01
2013,9,Mumbai,30.63,196.94,2013-09-01
2013,10,Mumbai,28.42,281.82,2013-10-01
2013,11,Mumbai,23.95,226.77,2013-11-01
2013,12,Mumbai,21.12,178.02,2013-12-01
2014,1,Mumbai,21.07,144.19,2014-01-01
2014,2,Mumbai,21.36,134.47,2014-02-01
2014,3,Mumbai,23.17,139.84,2014-03-01
2014,4,Mumbai,27.76,112.92,2014-04-01
2014,5,Mumbai,32.62,132.03,2014-05-01
2014,6,Mumbai,34.93,179.82,2014-06-01
2014,7,Mumbai,37.28,219.49,2014-07-01
2014,8,Mumbai,34.87,248.32,2014-08-01
2014,9,Mumbai,33.64,251.16,2014-09-01
2014,10,Mumbai,27.98,205.72,2014-10-01
2014,11,Mumbai,22.69,203.9,2014-11-01
2014,12,Mumbai,20.31,176.26,2014-12-01
2015,1,Mumbai,20.06,160.59,2015-01-01
2015,2,Mumbai,20.98,137.77,2015-02-01
2015,3,Mumbai,24.07,80.49,2015-03-01
2015,4,Mumbai,26.86,125.16,2015-04-01
2015,5,Mumbai,30.54,162.0,2015-05-01
2015,6,Mumbai,36.76,204.38,2015-06-01
2015,7,Mumbai,35.73,239.81,2015-07-01
2015,8,Mumbai,35.1,225.22,2015-08-01
2015,9,Mumbai,31.25,233.95,2015-09-01
2015,10,Mumbai,27.52,235.37,2015-10-01
2015,11,Mumbai,24.18,210.06,2015-11-01
2015,12,Mumbai,21.59,203.81,2015-12-01
2016,1,Mumbai,23.65,120.3,2016-01-01
2016,2,Mumbai,20.52,146.72,2016-02-01
2016,3,Mumbai,24.87,115.5,2016-03-01
2016,4,Mumbai,29.1,92.0,2016-04-01
2016,5,Mumbai,35.16,165.18,2016-05-01
2016,6,Mumbai,36.74,128.18,2016-06-01
2016,7,Mumbai,37.85,217.84,2016-07-01
2016,8,Mumbai,35.66,235.63,2016-08-01
2016,9,Mumbai,34.49,251.59,2016-09-01
2016,10,Mumbai,30.65,212.5,2016-10-01
2016,11,Mumbai,27.94,206.83,2016-11-01
2016,12,Mumbai,23.55,161.33,2016-12-01
2017,1,Mumbai,19.49,132.3,2017-01-01
2017,2,Mumbai,20.89,162.27,2017-02-01
2017,3,Mumbai,22.38,87.73,2017-03-01
2017,4,Mumbai,29.79,123.85,2017-04-01
2017,5,Mumbai,31.22,170.8,2017-05-01
2017,6,Mumbai,34.23,216.52,2017-06-01
2017,7,Mumbai,36.84,200.24,2017-07-01
2017,8,Mumbai,37.54,219.85,2017-08-01
2017,9,Mumbai,32.92,245.99,2017-09-01
2017,10,Mumbai,29.59,263.19,2017-10-01
2017,11,Mumbai,24.06,194.93,2017-11-01
2017,12,Mumbai,21.65,166.45,2017-12-01
2018,1,Mumbai,22.46,152.73,2018-01-01
2018,2,Mumbai,20.68,131.73,2018-02-01
2018,3,Mumbai,22.43,100.57,2018-03-01
2018,4,Mumbai,29.48,114.9,2018-04-01
2018,5,Mumbai,30.79,160.73,2018-05-01
2018,6,Mumbai,36.4,194.38,2018-06-01
2018,7,Mumbai,37.24,194.86,2018-07-01
2018,8,Mumbai,33.27,261.99,2018-08-01
2018,9,Mumbai,31.66,234.98,2018-09-01
2018,10,Mumbai,29.64,243.09,2018-10-01
2018,11,Mumbai,24.59,253.3,2018-11-01
2018,12,Mumbai,20.34,198.56,2018-12-01
2019,1,Mumbai,20.13,155.37,2019-01-01
2019,2,Mumbai,22.97,138.2,2019-02-01
2019,3,Mumbai,24.71,141.45,2019-03-01
2019,4,Mumbai,27.62,111.25,2019-04-01
2019,5,Mumbai,30.81,110.67,2019-05-01
2019,6,Mumbai,37.46,157.94,2019-06-01
2019,7,Mumbai,35.8,204.46,2019-07-01
2019,8,Mumbai,35.36,248.28,2019-08-01
2019,9,Mumbai,33.09,228.34,2019-09-01
2019,10,Mumbai,27.86,237.61,2019-10-01
2019,11,Mumbai,23.76,242.15,2019-11-01
2019,12,Mumbai,21.72,194.7,2019-12-01
2020,1,Mumbai,23.38,173.47,2020-01-01
2020,2,Mumbai,23.87,102.1,2020-02-01
2020,3,Mumbai,27.06,106.97,2020-03-01
2020,4,Mumbai,29.95,139.77,2020-04-01
2020,5,Mumbai,36.07,150.43,2020-05-01
2020,6,Mumbai,37.88,214.04,2020-06-01
2020,7,Mumbai,38.87,262.03,2020-07-01
2020,8,Mumbai,38.19,196.75,2020-08-01
2020,9,Mumbai,35.48,247.62,2020-09-01
2020,10,Mumbai,32.13,245.43,2020-10-01
2020,11,Mumbai,26.41,185.51,2020-11-01
2020,12,Mumbai,23.4,162.99,2020-12-01
2021,1,Mumbai,19.4,161.77,2021-01-01
2021,2,Mumbai,23.17,135.93,2021-02-01
2021,3,Mumbai,22.66,128.89,2021-03-01
2021,4,Mumbai,29.53,115.84,2021-04-01
2021,5,Mumbai,31.94,150.29,2021-05-01
2021,6,Mumbai,34.08,192.97,2021-06-01
2021,7,Mumbai,35.95,218.39,2021-07-01
2021,8,Mumbai,33.96,223.21,2021-08-01
2021,9,Mumbai,32.96,232.54,2021-09-01
2021,10,Mumbai,30.17,223.97,2021-10-01
2021,11,Mumbai,24.37,228.65,2021-11-01
2021,12,Mumbai,19.47,144.78,2021-12-01
2022,1,Mumbai,18.29,175.25,2022-01-01
2022,2,Mumbai,20.53,179.2,2022-02-01
2022,3,Mumbai,23.44,123.69,2022-03-01
2022,4,Mumbai,29.97,168.16,2022-04-01
2022,5,Mumbai,34.59,174.17,2022-05-01
2022,6,Mumbai,36.27,191.85,2022-06-01
2022,7,Mumbai,37.05,198.98,2022-07-01
2022,8,Mumbai,34.06,231.89,2022-08-01
2022,9,Mumbai,31.91,230.94,2022-09-01
2022,10,Mumbai,28.95,251.07,2022-10-01
2022,11,Mumbai,24.22,239.55,2022-11-01
2022,12,Mumbai,19.82,176.13,2022-12-01
2023,1,Mumbai,19.27,112.67,2023-01-01
2023,2,Mumbai,21.11,125.6,2023-02-01
2023,3,Mumbai,25.95,132.62,2023-03-01
2023,4,Mumbai,26.9,165.12,2023-04-01
2023,5,Mumbai,33.6,161.64,2023-05-01
2023,6,Mumbai,34.79,160.81,2023-06-01
2023,7,Mumbai,35.69,231.77,2023-07-01
2023,8,Mumbai,37.32,262.83,2023-08-01
2023,9,Mumbai,31.55,217.61,2023-09-01
2023,10,Mumbai,28.3,196.59,2023-10-01
2023,11,Mumbai,24.52,207.05,2023-11-01
2023,12,Mumbai,20.65,148.11,2023-12-01
2024,1,Mumbai,20.77,139.35,2024-01-01
2024,2,Mumbai,19.82,70.59,2024-02-01
2024,3,Mumbai,24.12,155.45,2024-03-01
2024,4,Mumbai,30.15,118.9,2024-04-01
2024,5,Mumbai,31.43,159.38,2024-05-01
2024,6,Mumbai,33.88,186.04,2024-06-01
2024,7,Mumbai,37.07,234.54,2024-07-01
2024,8,Mumbai,34.96,227.89,2024-08-01
2024,9,Mumbai,31.1,223.46,2024-09-01
2024,10,Mumbai,27.88,239.31,2024-10-01
2024,11,Mumbai,25.25,193.94,2024-11-01
2024,12,Mumbai,23.02,174.58,2024-12-01
1960,1,Delhi,16.97,15.06,1960-01-01
1960,2,Delhi,15.16,25.72,1960-02-01
1960,3,Delhi,21.88,0.0,1960-03-01
1960,4,Delhi,25.08,18.36,1960-04-01
1960,5,Delhi,27.12,19.42,1960-05-01
1960,6,Delhi,32.88,34.91,1960-06-01
1960,7,Delhi,33.35,62.87,1960-07-01
1960,8,Delhi,32.49,111.25,1960-08-01
1960,9,Delhi,27.06,143.29,1960-09-01
1960,10,Delhi,24.12,95.76,1960-10-01
1960,11,Delhi,21.24,112.97,1960-11-01
1960,12,Delhi,16.85,61.23,1960-12-01
1961,1,Delhi,17.53,43.86,1961-01-01
1961,2,Delhi,18.3,0.7,1961-02-01
1961,3,Delhi,20.02,1.72,1961-03-01
1961,4,Delhi,23.73,0.0,1961-04-01
1961,5,Delhi,29.54,48.08,1961-05-01
1961,6,Delhi,29.11,39.81,1961-06-01
1961,7,Delhi,33.76,131.15,1961-07-01
1961,8,Delhi,31.97,97.4,1961-08-01
1961,9,Delhi,28.8,147.5,1961-09-01
1961,10,Delhi,24.24,95.98,1961-10-01
1961,11,Delhi,20.44,70.93,1961-11-01
1961,12,Delhi,18.24,92.49,1961-12-01
1962,1,Delhi,17.42,24.95,1962-01-01
1962,2,Delhi,17.76,0.0,1962-02-01
1962,3,Delhi,22.1,0.0,1962-03-01
1962,4,Delhi,24.82,71.9,1962-04-01
1962,5,Delhi,29.39,14.96,1962-05-01
1962,6,Delhi,31.45,82.97,1962-06-01
1962,7,Delhi,33.17,61.23,1962-07-01
1962,8,Delhi,33.07,98.6,1962-08-01
1962,9,Delhi,31.28,141.6,1962-09-01
1962,10,Delhi,24.5,137.58,1962-10-01
1962,11,Delhi,21.12,107.06,1962-11-01
1962,12,Delhi,18.69,43.07,1962-12-01
1963,1,Delhi,16.28,50.6,1963-01-01
1963,2,Delhi,17.72,0.0,1963-02-01
1963,3,Delhi,19.91,8.47,1963-03-01
1963,4,Delhi,27.53,0.0,1963-04-01
1963,5,Delhi,29.08,58.24,1963-05-01
1963,6,Delhi,31.89,69.05,1963-06-01
1963,7,Delhi,31.78,98.57,1963-07-01
1963,8,Delhi,31.76,131.68,1963-08-01
1963,9,Delhi,30.48,171.79,1963-09-01
1963,10,Delhi,25.75,118.48,1963-10-01
1963,11,Delhi,21.29,82.94,1963-11-01
1963,12,Delhi,18.53,54.09,1963-12-01
1964,1,Delhi,17.27,56.35,1964-01-01
1964,2,Delhi,16.94,30.84,1964-02-01
1964,3,Delhi,22.65,0.0,1964-03-01
1964,4,Delhi,22.53,0.0,1964-04-01
1964,5,Delhi,30.63,29.54,1964-05-01
1964,6,Delhi,30.8,49.9,1964-06-01
1964,7,Delhi,34.08,100.93,1964-07-01
1964,8,Delhi,31.71,104.63,1964-08-01
1964,9,Delhi,28.6,101.55,1964-09-01
1964,10,Delhi,27.01,105.52,1964-10-01
1964,11,Delhi,22.53,120.43,1964-11-01
1964,12,Delhi,19.34,51.37,1964-12-01
1965,1,Delhi,17.57,29.52,1965-01-01
1965,2,Delhi,17.08,14.53,1965-02-01
1965,3,Delhi,19.68,23.75,1965-03-01
1965,4,Delhi,24.53,12.06,1965-04-01
1965,5,Delhi,29.43,24.82,1965-05-01
1965,6,Delhi,32.72,50.5,1965-06-01
1965,7,Delhi,34.14,63.08,1965-07-01
1965,8,Delhi,32.17,150.74,1965-08-01
1965,9,Delhi,27.89,106.45,1965-09-01
1965,10,Delhi,25.71,115.55,1965-10-01
1965,11,Delhi,21.51,99.78,1965-11-01
1965,12,Delhi,18.92,82.19,1965-12-01
1966,1,Delhi,17.6,25.17,1966-01-01
1966,2,Delhi,18.99,46.04,1966-02-01
1966,3,Delhi,20.95,0.0,1966-03-01
1966,4,Delhi,26.44,5.63,1966-04-01
1966,5,Delhi,26.5,46.95,1966-05-01
1966,6,Delhi,31.39,58.19,1966-06-01
1966,7,Delhi,33.51,93.81,1966-07-01
1966,8,Delhi,32.89,103.25,1966-08-01
1966,9,Delhi,29.72,114.81,1966-09-01
1966,10,Delhi,25.99,124.27,1966-10-01
1966,11,Delhi,19.99,111.72,1966-11-01
1966,12,Delhi,17.54,76.16,1966-12-01
1967,1,Delhi,17.57,66.76,1967-01-01
1967,2,Delhi,17.93,1.05,1967-02-01
1967,3,Delhi,21.1,0.0,1967-03-01
1967,4,Delhi,26.09,0.0,1967-04-01
1967,5,Delhi,27.86,8.64,1967-05-01
1967,6,Delhi,33.19,94.21,1967-06-01
1967,7,Delhi,33.0,86.62,1967-07-01
1967,8,Delhi,32.14,135.2,1967-08-01
1967,9,Delhi,28.01,124.77,1967-09-01
1967,10,Delhi,26.3,121.98,1967-10-01
1967,11,Delhi,21.35,110.02,1967-11-01
1967,12,Delhi,14.95,73.56,1967-12-01
1968,1,Delhi,16.36,0.0,1968-01-01
1968,2,Delhi,18.83,35.51,1968-02-01
1968,3,Delhi,20.98,19.06,1968-03-01
1968,4,Delhi,27.08,34.34,1968-04-01
1968,5,Delhi,31.11,44.84,1968-05-01
1968,6,Delhi,32.16,27.96,1968-06-01
1968,7,Delhi,32.85,73.14,1968-07-01
1968,8,Delhi,34.68,108.44,1968-08-01
1968,9,Delhi,29.29,131.03,1968-09-01
1968,10,Delhi,25.2,145.86,1968-10-01
1968,11,Delhi,20.4,93.89,1968-11-01
1968,12,Delhi,17.32,33.6,1968-12-01
1969,1,Delhi,16.43,29.26,1969-01-01
1969,2,Delhi,17.72,0.0,1969-02-01
1969,3,Delhi,19.47,0.0,1969-03-01
1969,4,Delhi,23.36,23.24,1969-04-01
1969,5,Delhi,29.26,0.85,1969-05-01
1969,6,Delhi,31.72,44.96,1969-06-01
1969,7,Delhi,33.55,116.81,1969-07-01
1969,8,Delhi,29.84,114.26,1969-08-01
1969,9,Delhi,28.97,133.43,1969-09-01
1969,10,Delhi,25.42,96.92,1969-10-01
1969,11,Delhi,20.78,74.08,1969-11-01
1969,12,Delhi,19.53,60.43,1969-12-01
1970,1,Delhi,19.46,28.79,1970-01-01
1970,2,Delhi,17.4,0.0,1970-02-01
1970,3,Delhi,19.02,0.0,1970-03-01
1970,4,Delhi,25.5,18.21,1970-04-01
1970,5,Delhi,27.28,47.9,1970-05-01
1970,6,Delhi,31.53,62.94,1970-06-01
1970,7,Delhi,35.11,107.94,1970-07-01
1970,8,Delhi,31.79,94.14,1970-08-01
1970,9,Delhi,26.6,105.62,1970-09-01
1970,10,Delhi,24.93,92.22,1970-10-01
1970,11,Delhi,21.02,91.54,1970-11-01
1970,12,Delhi,17.98,47.0,1970-12-01
1971,1,Delhi,17.4,38.84,1971-01-01
1971,2,Delhi,16.96,36.26,1971-02-01
1971,3,Delhi,21.08,0.38,1971-03-01
1971,4,Delhi,26.05,12.7,1971-04-01
1971,5,Delhi,30.34,35.74,1971-05-01
1971,6,Delhi,31.39,67.23,1971-06-01
1971,7,Delhi,31.83,92.17,1971-07-01
1971,8,Delhi,32.09,107.8,1971-08-01
1971,9,Delhi,29.04,82.36,1971-09-01
1971,10,Delhi,24.54,113.82,1971-10-01
1971,11,Delhi,21.39,69.45,1971-11-01
1971,12,Delhi,19.79,42.68,1971-12-01
1972,1,Delhi,18.38,38.54,1972-01-01
1972,2,Delhi,17.51,43.54,1972-02-01
1972,3,Delhi,19.78,18.38,1972-03-01
1972,4,Delhi,26.42,0.0,1972-04-01
1972,5,Delhi,30.89,25.0,1972-05-01
1972,6,Delhi,32.49,65.21,1972-06-01
1972,7,Delhi,33.05,106.22,1972-07-01
1972,8,Delhi,33.1,76.99,1972-08-01
1972,9,Delhi,30.78,86.75,1972-09-01
1972,10,Delhi,26.46,134.5,1972-10-01
1972,11,Delhi,19.91,81.78,1972-11-01
1972,12,Delhi,16.96,55.7,1972-12-01
1973,1,Delhi,16.86,45.59,1973-01-01
1973,2,Delhi,19.88,35.95,1973-02-01
1973,3,Delhi,20.56,0.0,1973-03-01
1973,4,Delhi,23.21,0.0,1973-04-01
1973,5,Delhi,30.39,62.31,1973-05-01
1973,6,Delhi,30.68,48.15,1973-06-01
1973,7,Delhi,33.2,95.6,1973-07-01
1973,8,Delhi,31.19,120.44,1973-08-01
1973,9,Delhi,28.67,119.71,1973-09-01
1973,10,Delhi,25.89,112.09,1973-10-01
1973,11,Delhi,20.71,87.81,1973-11-01
1973,12,Delhi,18.2,52.6,1973-12-01
1974,1,Delhi,16.94,61.97,1974-01-01
1974,2,Delhi,19.0,2.13,1974-02-01
1974,3,Delhi,22.09,0.0,1974-03-01
1974,4,Delhi,26.66,15.43,1974-04-01
1974,5,Delhi,29.12,38.95,1974-05-01
1974,6,Delhi,30.3,37.46,1974-06-01
1974,7,Delhi,31.82,92.86,1974-07-01
1974,8,Delhi,34.26,156.59,1974-08-01
1974,9,Delhi,30.02,130.02,1974-09-01
1974,10,Delhi,23.09,101.11,1974-10-01
1974,11,Delhi,20.31,77.58,1974-11-01
1974,12,Delhi,18.12,50.56,1974-12-01
1975,1,Delhi,14.89,44.96,1975-01-01
1975,2,Delhi,17.05,12.82,1975-02-01
1975,3,Delhi,23.76,0.0,1975-03-01
1975,4,Delhi,22.23,2.32,1975-04-01
1975,5,Delhi,30.59,69.17,1975-05-01
1975,6,Delhi,30.72,69.93,1975-06-01
1975,7,Delhi,32.71,87.88,1975-07-01
1975,8,Delhi,35.37,81.9,1975-08-01
1975,9,Delhi,29.57,129.35,1975-09-01
1975,10,Delhi,26.57,113.92,1975-10-01
1975,11,Delhi,21.64,82.17,1975-11-01
1975,12,Delhi,18.66,53.14,1975-12-01
1976,1,Delhi,18.03,22.61,1976-01-01
1976,2,Delhi,18.81,7.45,1976-02-01
1976,3,Delhi,22.64,0.0,1976-03-01
1976,4,Delhi,23.16,33.28,1976-04-01
1976,5,Delhi,28.2,16.92,1976-05-01
1976,6,Delhi,31.5,87.49,1976-06-01
1976,7,Delhi,30.73,152.75,1976-07-01
1976,8,Delhi,33.48,116.43,1976-08-01
1976,9,Delhi,29.22,125.71,1976-09-01
1976,10,Delhi,25.91,124.87,1976-10-01
1976,11,Delhi,21.95,91.79,1976-11-01
1976,12,Delhi,18.12,56.97,1976-12-01
1977,1,Delhi,17.07,52.68,1977-01-01
1977,2,Delhi,19.09,0.0,1977-02-01
1977,3,Delhi,22.09,3.89,1977-03-01
1977,4,Delhi,25.28,0.27,1977-04-01
1977,5,Delhi,30.65,48.95,1977-05-01
1977,6,Delhi,31.31,68.14,1977-06-01
1977,7,Delhi,32.14,62.41,1977-07-01
1977,8,Delhi,31.48,129.21,1977-08-01
1977,9,Delhi,30.45,130.26,1977-09-01
1977,10,Delhi,26.18,122.29,1977-10-01
1977,11,Delhi,20.54,98.64,1977-11-01
1977,12,Delhi,19.34,75.09,1977-12-01
1978,1,Delhi,18.75,44.17,1978-01-01
1978,2,Delhi,18.82,29.44,1978-02-01
1978,3,Delhi,21.29,0.0,1978-03-01
1978,4,Delhi,25.13,0.0,1978-04-01
1978,5,Delhi,28.51,27.11,1978-05-01
1978,6,Delhi,31.3,53.84,1978-06-01
1978,7,Delhi,31.05,94.27,1978-07-01
1978,8,Delhi,32.25,95.62,1978-08-01
1978,9,Delhi,30.12,138.75,1978-09-01
1978,10,Delhi,23.39,96.71,1978-10-01
1978,11,Delhi,20.4,71.2,1978-11-01
1978,12,Delhi,19.39,56.12,1978-12-01
1979,1,Delhi,17.02,0.0,1979-01-01
1979,2,Delhi,19.18,0.0,1979-02-01
1979,3,Delhi,21.41,5.55,1979-03-01
1979,4,Delhi,26.97,0.0,1979-04-01
1979,5,Delhi,25.72,33.68,1979-05-01
1979,6,Delhi,34.43,84.78,1979-06-01
1979,7,Delhi,33.59,80.17,1979-07-01
1979,8,Delhi,33.24,92.49,1979-08-01
1979,9,Delhi,29.91,130.11,1979-09-01
1979,10,Delhi,26.61,167.15,1979-10-01
1979,11,Delhi,21.81,79.82,1979-11-01
1979,12,Delhi,18.38,24.62,1979-12-01
1980,1,Delhi,16.53,21.81,1980-01-01
1980,2,Delhi,17.8,11.09,1980-02-01
1980,3,Delhi,20.37,22.42,1980-03-01
1980,4,Delhi,25.36,7.85,1980-04-01
1980,5,Delhi,28.97,33.1,1980-05-01
1980,6,Delhi,33.28,42.66,1980-06-01
1980,7,Delhi,32.57,83.93,1980-07-01
1980,8,Delhi,30.67,95.58,1980-08-01
1980,9,Delhi,28.79,137.49,1980-09-01
1980,10,Delhi,25.68,115.83,1980-10-01
1980,11,Delhi,22.38,87.25,1980-11-01
1980,12,Delhi,18.9,57.94,1980-12-01
1981,1,Delhi,17.7,18.34,1981-01-01
1981,2,Delhi,15.52,5.35,1981-02-01
1981,3,Delhi,23.09,18.52,1981-03-01
1981,4,Delhi,26.54,32.76,1981-04-01
1981,5,Delhi,29.48,33.95,1981-05-01
1981,6,Delhi,31.57,53.68,1981-06-01
1981,7,Delhi,34.12,114.08,1981-07-01
1981,8,Delhi,32.14,102.96,1981-08-01
1981,9,Delhi,29.38,132.02,1981-09-01
1981,10,Delhi,23.65,66.04,1981-10-01
1981,11,Delhi,20.72,65.59,1981-11-01
1981,12,Delhi,17.84,57.04,1981-12-01
1982,1,Delhi,16.85,59.05,1982-01-01
1982,2,Delhi,18.86,14.05,1982-02-01
1982,3,Delhi,22.14,0.0,1982-03-01
1982,4,Delhi,26.64,6.52,1982-04-01
1982,5,Delhi,30.2,8.56,1982-05-01
1982,6,Delhi,30.46,76.36,1982-06-01
1982,7,Delhi,33.85,71.96,1982-07-01
1982,8,Delhi,31.28,134.47,1982-08-01
1982,9,Delhi,27.97,152.85,1982-09-01
1982,10,Delhi,24.32,124.73,1982-10-01
1982,11,Delhi,21.0,102.06,1982-11-01
1982,12,Delhi,17.81,56.74,1982-12-01
1983,1,Delhi,17.46,9.96,1983-01-01
1983,2,Delhi,19.37,0.0,1983-02-01
1983,3,Delhi,21.14,0.0,1983-03-01
1983,4,Delhi,22.34,4.22,1983-04-01
1983,5,Delhi,32.31,45.69,1983-05-01
1983,6,Delhi,32.32,54.74,1983-06-01
1983,7,Delhi,33.44,100.94,1983-07-01
1983,8,Delhi,30.93,134.25,1983-08-01
1983,9,Delhi,30.27,134.36,1983-09-01
1983,10,Delhi,25.94,112.35,1983-10-01
1983,11,Delhi,22.22,101.84,1983-11-01
1983,12,Delhi,18.06,48.53,1983-12-01
1984,1,Delhi,17.55,60.98,1984-01-01
1984,2,Delhi,17.02,0.0,1984-02-01
1984,3,Delhi,21.63,1.02,1984-03-01
1984,4,Delhi,25.64,12.92,1984-04-01
1984,5,Delhi,29.16,59.8,1984-05-01
1984,6,Delhi,30.44,43.43,1984-06-01
1984,7,Delhi,33.31,57.14,1984-07-01
1984,8,Delhi,32.15,145.19,1984-08-01
1984,9,Delhi,29.46,124.61,1984-09-01
1984,10,Delhi,23.92,99.63,1984-10-01
1984,11,Delhi,20.98,83.65,1984-11-01
1984,12,Delhi,20.04,71.15,1984-12-01
1985,1,Delhi,16.12,34.93,1985-01-01
1985,2,Delhi,19.12,30.84,1985-02-01
1985,3,Delhi,23.35,0.0,1985-03-01
1985,4,Delhi,24.48,0.0,1985-04-01
1985,5,Delhi,29.17,39.33,1985-05-01
